target,target_interaction,description,tertiary_rating,pol_prev1,pol_prev2,prev1,prev2,tid,timestamp,tweet_text,annotator,context
Hillary Clinton,No Mention of Target,Junior Account Executive @orionstrategies | @marshallu Alumna | Tweets are silly & nonsensical | Opinions = own. RT's ≠ endorsements. ❤️ @stevenadamswv,1,I'm not sure how a Capitol wedding guest thinks I could be a supporter of Trump when I explain there are interim meetings at Capitol today.,RT @ingridostby: bill: hey hill check this out   hillary   hey hillary   hill   hey hillary check this out   hillary look what i    hill   hillary {{link}},"@WendyHoldren Your wedding day will be beautiful, wonderful and full of love and laughter no matter the weather! :)",RT @ChasEastEnd: Find out details about HallowEast 8 & buy tickets at {{link}} to join us for the biggest Halloween celebration in Charleston!,780572915527974916,9/27/2016 1:01:00,RT @HouseofCards: There can be no false steps now. #DebateNight,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Project Coordinator in the Architecture & Construction Industry with Excellent Writing, PR & Social Media Marketing Skills. I'm also a Big Halal Foodie:)!",1,If @realdonaldtrump gets elected he may go down in history as the stupidest president in the history of the United States of America!,A #pakistani uncles dream: to diss @realDonaldTrump w/ a rousing speech @ DNC! Great speech by #KhizirKhan father of late US Army Capt Khan,RT @GGBVisit: RT @IrfanRydhan: The full #moon rising over the #goldengate #SF {{link}},#Trump was ok in the beginning but #hillary was Able to push his buttons & turn him into the old Trump! Hillary was much more presidential,780882374548606976,9/27/2016 21:30:40,RT @TheDailyShow: Trevor reacts to the first presidential debate! #debatenight {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,IM JUST A GUY WHO LIVE HIS FUCKEN LIFE ONE DAY AT A TIME WITH NO REGRETZ  ~N~ I'M A #49ERSFAITHFUL & YEAH I BLEED #RED ~N~ #GOLD & 100% A  #SFGIANTS #DIEHARD,1,"Joss Whedon Recruits Stars of Buffy, HIMYM, Grey's, , SNL, S.H.I.E.L.D. for Anti-Trump PSA &#8212; Watch&#160;Video {{link}} via @TVLine","Joss Whedon Recruits Stars of Buffy, HIMYM, Grey's, , SNL, S.H.I.E.L.D. for Anti-Trump PSA &#8212; Watch&#160;Video {{link}} via @TVLine",RT @rappin_4tay: HELLO! {{link}},Heartbreaking Video of a 2-Year-Old Trying to Wake Her Mom From an Overdose Leads 2 Child Endangerment Charge {{link}} so sad,780593880383180800,9/27/2016 2:24:18,RT @YNB: WHAT?! Isis hasn't been around her entire adult life. &#128514; He's losing it. I'm so happy I get to see this happen. #DebateNight,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"Tampa Bay #creative, #energetic Realtor driven with a passion for latest technology and marketing #rescueanimals #lutz  #newtampa",1,"Officer Kidnapped, Kids Vote for Hillary Clinton, Amy Schumer 'Apologizes' #Lutz #News {{link}} #parkbenchnews","Watch Live Stream: Hillary Clinton Rally in Coconut Creek, Florida #Lutz #News {{link}} #parkbenchnews","Officer Kidnapped, Kids Vote for Hillary Clinton, Amy Schumer 'Apologizes' #Lutz #News {{link}} #parkbenchnews",Lost Angels Animal Rescue #Lutz #News {{link}} #parkbenchnews,791806760415887360,10/28/2016 1:00:17,Florida Kids Vote for Hillary Clinton for President #Lutz #News {{link}} #parkbenchnews,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Managing Director and Co-Founder of @LGBTSportSafe and @BTScampaign,1,Pumped to learn @HillaryClinton and I will both be @JCSUniversity tomorrow #ImWithHer @LGBTSportSafe,"RT @Locs_n_Laughs: If Clinton's 30K deleted emails angers you, your head must have exploded over the 22M RNC/Bush Adm deleted in 07 {{link}}",Honored to work w/ @CIAAForLife oldest HBCU athletic conf. Kudos for powerful stance against HB2 and discrimination {{link}},RT @StephenAtHome: A gay pride flag was launched into space. Now the only remaining destination for the LGBTQ symbol is the final frontier: North Carolina.,782252678483238913,10/1/2016 16:15:46,RT @TheRoot: Activist and scholar Angela Davis explains why supporting Hillary Clinton this election is crucial for blacks: {{link}} {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Current: @HillaryForIn State Director || Former: @HFA NH, ME, IN, ND, @skidmorecollege '14, @TEDx speaker. Love smart cities, health, tech & organizing.",1,"RT @AdamParkhomenko: Important reminder &#8212; Trump may have avoided paying taxes for 18 years. *Literally* not supporting our troops, our veterans, etc. #VPdebate",Indy watch party claps when @timkaine gives shout out to Hoosier judge when calling out Donald for making discriminatory remarks #stardebate,PREACH @timkaine PREACH #prochoice,"@ErinSchrode @mike_pence girl, it's arguable that he is even worse #RFRA #HB1337",783513664062185473,10/5/2016 3:46:29,Thank you @RepAndreCarson for joining our watch party and staying literally the whole time.  You rock and Indy loves you.  #imwithher {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"I’m Larry Briscoe, an American Indian (Choctaw), NRA Member with a mix of Conservative and Libertarian. Be like Jesus Christ 十",-1,"RT @bfraser747: &#128165;&#128165;#VoterFraud      10s of 1000s of ineligible mail in ballot Hillary votes being reported in Broward County, FL      #PodestaEmails31      #VoteTrump {{link}}",Do you know how to tell when Hillary is lying? When her lips are moving. #HillaryLiesMatter,RT @RealJamesWoods: The final days of presidential campaigns are like Comedy Central. This may be my favorite over the top demented meme... {{link}},"RT @bfraser747: &#128165;&#128165;#VoterFraud      10s of 1000s of ineligible mail in ballot Hillary votes being reported in Broward County, FL      #PodestaEmails31      #VoteTrump {{link}}",795418354530025472,11/7/2016 0:11:28,RT @JaredWyand: Tell us FBI Director Comey...      Is it legal for Hillary to give classified information to her maid?      #AboveTheLaw   {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Design catalyst / speaker / teacher. Always striving for beauty & soul in digital experiences.       https://t.co/7tRFxHPL1X,1,RT @cenkuygur: How long before @realDonaldTrump gets Cosbied? Countdown till more women come out saying they were kissed or groped by him. #TrumpTapes,"RT @rezaaslan: FYI. Reveal of Trump's """"pussy"""" comment came after news he rejected innocence of #CentralPark5, said illegals voting & pulled ads. All today.",RT @cenkuygur: How long before @realDonaldTrump gets Cosbied? Countdown till more women come out saying they were kissed or groped by him. #TrumpTapes,"RT @rezaaslan: FYI. Reveal of Trump's """"pussy"""" comment came after news he rejected innocence of #CentralPark5, said illegals voting & pulled ads. All today.",784588091596177409,10/8/2016 2:55:52,"RT @jess7bennett: Nov. 8: PUSSY GRABS BACK   Thank you, @duarteamanda    #feministfightclub    #ImWithHer {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Louisiana = home #LSUtiger,-1,RT @CloydRivers: A fly landed on Hillary's face. Makes sense. Flies are attracted to pieces of shit. Merica. {{link}},Cause you'd be in jail   -Donald Trump,"RT @ethanbabin21: If I fw you after you hurt me , please don't question my loyalty.... ever","RT @MensPictures: Man, this is so inspirational!! &#128170; {{link}}",789224392471347201,10/20/2016 21:58:52,RT @CloydRivers: Fixed it. Hillary for Prison.   Merica. {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"unlike the mystery hole of ansted, wv, I am not sensational, baffling, or mysterious.",1,RT @CNN: Pres. Obama on Trump: 'Even most 8-year-olds' know slavery was a bad time for black people {{link}} {{link}},I just saw a large white dodge truck with a huge trump decal.... If that doesn't scream white privilege then I don't know what does,RT @Dean_iscool: a year ago today @Drake changed our lives {{link}},remember a year ago when I saw drake and we couldn't find foggy bottom and everything was good? @Dean_iscool @the_graae {{link}},780585228884639744,9/27/2016 1:49:55,I apologize to the 3rd floor because a full fledged war just happened in 320. #debatenight #Debates2016,MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"Clinical psychologist, researcher, blogger, & founder of #TheAntiDietPlan. Discover the compassionate mindful way to stop dieting and improve your health.",1,"RT @CNNPolitics: Donald Trump on the DNC hack: """"It also could be somebody sitting on their bed that weighs 400 pounds"""" #debatenight {{link}}",RT @red3blog: Trump using fat shaming to deflect attention from himself. I am shocked. This is my shocked face. Who could have forseen this. Shocking. {{link}},"RT @CNNPolitics: Donald Trump on the DNC hack: """"It also could be somebody sitting on their bed that weighs 400 pounds"""" #debatenight {{link}}","@jenniferweiner @cube_girl That the DNC hacking could've been done by """"someone in bed weighing 400 lbs."""" Bc weight is so relevant here.",780595211458211840,9/27/2016 2:29:35,RT @katewalsh: Is this the person who is fit to be #president or an #insultcomic ?#debatenight #imwithher @HillaryClinton {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Consultant, professor, husband & father.  Tweeting about soccer, Politics(D), new media, happy hour and friends. Usual disclaimers apply.",1,"RT @DawnJetLe: Trump has no idea who he's messing with! @Astrid_NV & our movement will take you down, I promise!  #dreamers  {{link}}",RT @megynkelly: .@HillaryClinton: &#8220;A man you can bait with a tweet is not a man we can trust with nuclear weapons.&#8221; #DemsinPhilly,RT @RebeccaGoSouth: No one is voice less...don't pretend to talk FOR someone until you've talked WITH them #ALNDC,"RT @AdvocacyLeaders: Tips from @PiperTheDaisy: #1 No one is voiceless! #2 If you've got it, flaunt it. #ALNDC",780575187280490496,9/27/2016 1:10:01,"If you have Mexico and China in your debate bingo, it's going to be a rough night for you.  #debatenight",MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Past Life: #PressFreedom guru at @FreedomHouseDC. Present Incarnation: #FreeExpression director at @PenAmerican. Views my own.,1,"RT @DoliaEstevez: At Slim's Soumaya Museum, Art As A Way To Teach About Democracy In Trump's Times My blog #Forbes @forbes @A_mirandam {{link}}",RT @ncacensorship: Trump's legal threats are hollow. Would-be critics should not let themselves be intimidated.       {{link}},"RT @PENamerican: New PEN America Report: If China Meant to Chill Hong Kong Speech, Booksellers&#8217; Case Did the Job @nytimes @PekingMike {{link}}",RT @Malinowski: #PressFreedom & internet access essential to democratic and economic health. Urge #Turkey to restore information access to its citizens now.,794677272703803392,11/4/2016 23:06:40,RT @nxthompson: BREAKING: New email reveals Hillary likes to curl up with tea and read Human Rights Watch reports. {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,i wanna see you dance like them girls in that tip drill video,1,RT @DumbFlotrack: .@realDonaldTrump bro I'm sorry you can't talk about stamina until you release your 5k PR,RT @DumbFlotrack: Trump says &#8220;We don&#8217;t win anymore&#8221; like @AshtonJEaton doesn&#8217;t exist,@Timodc big if true,"RT @dstfelix: """"what will you do to fix the national epidemic of hateration in this dancerie?"""" {{link}}",781268238894141440,9/28/2016 23:03:58,RT @BobbyBigWheel: Hillary Clinton was endorsed by John Warner and Pusha T today so basically she's getting every vote in Virginia,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Democratic Party supporter for 76 years.  But if we have a PROGRESSIVE Party on the ticket that's where my vote will go.  Too many so called Blue-Dems. .,1,"RT @elizabethforma: It's not rigged, @realDonaldTrump. You're losing fair & square. Put on your big-boy pants because this is what accountability looks like.",RT @ABCPolitics: .@Mike_Pence repeatedly ignores questions about recording of @realDonaldTrump making vulgar remarks about women. {{link}} {{link}},Join us today to tell Speaker Ryan and Rep. Heck: No new taxes on our health care! Add your name now. {{link}},"RT @elizabethforma: It's not rigged, @realDonaldTrump. You're losing fair & square. Put on your big-boy pants because this is what accountability looks like.",790244084690538496,10/23/2016 17:30:46,The New Yorker Endorses Hillary Clinton {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"I am a rep for MN8 Foxfire Products in Buffalo, NY. My Rep ID # is 402 I have been a photographer for 20+ years.I have been a firefighter for over 30 years.",0,"RT @ErieCoBlotter: Elma - Rollover Accident, Clinton St. - {{link}}",RT @alertpage: .@BaltimoreFire on #Periscope: Happening Now: 2 Alarm Fire 1400 S. Clinton St. {{link}},"RT @ErieCoBlotter: Elma - Rollover Accident, Clinton St. - {{link}}",RT @ErieCoBlotter: Sheriff&#8217;s Office Charge Subject with Manslaughter in Elma Shooting - {{link}},795755322627518464,11/7/2016 22:30:27,RT @ErieCoBlotter: Elma - Photo of today's Rollover MVA on Clinton St. Driver taken to area Hospital with unknown injuries. {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,,1,"RT @Forbes: Donald Trump is now worth $3.7 billion, down $800 million from a year ago {{link}} {{link}}",RT @ventura_charles: Meg Whitman: I'm with Hillary Clinton this November. {{link}} (Photo: Getty) {{link}},"RT @Forbes: Donald Trump is now worth $3.7 billion, down $800 million from a year ago {{link}} {{link}}",Looking forward to our Waikiki trip- staying at the Hilton Hawaiian Village. For friends traveling soon: {{link}},788972488306794496,10/20/2016 5:17:54,RT @tomashbrooknpr: Read this. Think about this. George H.W. Bush's gracious handoff to Bill Clinton. It's beautiful. {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Senior Vice President......Luxury Residential RE Development at Related. All tweets and opinions are my own.,-1,"RT @FrankLuntz: &#8226; When focus group picked Hillary as winner: """"FRANK'S GROUPS ARE STACKED WITH DEMOCRATS!""""      &#8226; Focus group picked Pence: """"STACKED WITH GOPs!""""","RT @FrankLuntz: &#8220;@TimKaine was running to be vice president to Hillary Clinton, @Mike_Pence was running to be president of the USA&#8221;      {{link}}",RT @InmanNews: How to skillfully capture the character and details of a home without hiring a professional {{link}},"RT @TandCmag: We updated the classic """"Grand Tour"""" for the modern jetsetter. Your globe-trotting journey begins here: {{link}} {{link}}",784211100485181440,10/7/2016 1:57:50,RT @LouDobbs: 80% Americans fear outsourcing. The State of American Jobs {{link}} #MAGA #TrumpPence16 #Dobbs,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Lawyer, mom, wife, soprano.",1,RT @joanwalsh: Tim Kaine Rubbed Mike Pence&#8217;s Nose in Trump&#8217;s Crazy via @thenation {{link}},"RT @eliasisquith: Eric Trump just asserted Trump should get credit for paying """"sales taxes."""" Life is a walking death",RT @joanwalsh: Tim Kaine Rubbed Mike Pence&#8217;s Nose in Trump&#8217;s Crazy via @thenation {{link}},"RT @GeorgeTakei: You know, Pence's argument once put me and my family into an Internment camp on the grounds they """"couldn't be certain"""" of our loyalty #Shame",784013806351495169,10/6/2016 12:53:52,RT @evanwj64: @StacyWColorado    Like takin candy from a baby...   #ImWithHer #VPDebate {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,,-1,"RT @johncardillo: #Hillary could not stand. Needed pillar and staffer's """"medical carry"""" for support. #HillarysHealth {{link}}",RT @Isikoff: Here's what Clinton couldn't remember when she was questioned by the FBI {{link}},"RT @johncardillo: #Hillary could not stand. Needed pillar and staffer's """"medical carry"""" for support. #HillarysHealth {{link}}",RT @johncardillo: Most telling part is flawless calm choreography of her staff and detail. They do this often. #HillarysHealth {{link}},775093989154271232,9/11/2016 22:09:42,"RT @wikileaks: Hillary #Clinton email from aid Huma Abedin with article on her """"life threatening"""" Sinus Thrombosis {{link}} #HillarysHealth",MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"CEO, The Redwoods Group, certified B-Corp that protect kids from injury. I see business as a powerful force for positive social change.",1,"RT @MattWalshBlog: If I ran a pharmaceutical company, I'd have ads for anti-depressants airing immediately after this debate #debatenight",RT @Donkey_Feed: FLASHBACK: Trump promised to release his taxes if President Obama produced his birth certificate {{link}} #debates,"RT @MattWalshBlog: If I ran a pharmaceutical company, I'd have ads for anti-depressants airing immediately after this debate #debatenight","RT @iamepiscopalian: Lord Almighty, come and scatter the darkness of our hearts by the light of your presence. Amen. ~ The Book of Common Prayer {{link}}",788925285601116160,10/20/2016 2:10:20,RT @mehdirhasan: We suspected this would be the case. But he has now confirmed it. His way leads to riots. Riots. #debatenight {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Writer. Storyteller. Author of The Accidental Terrorist. Yes, I'm that guy who can't go to Canada. • Spouse: @chavoen • Agent: @barrygoldblatt",1,"RT @michaelianblack: If your excuse for not voting for @HillaryClinton is that you just """"don't like her,"""" you need to get it together. {{link}} {{link}}","RT @DLin71: PENCE: I&#8217;m a man of faith. If it&#8217;s wrong to help Trump become President, then God will tell me.      GOD: {{link}}","RT @michaelianblack: If your excuse for not voting for @HillaryClinton is that you just """"don't like her,"""" you need to get it together. {{link}} {{link}}",Today in #Perl geekery: Inordinately proud of myself for writing a 1-line command to format a date from localtime() without using a module.,792029093080498176,10/28/2016 15:43:45,RT @Dealfatigue: Profiles in courage.    #irony #lawyers #election2016 cc. @onlxn {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"PhD student @brenucsb, formerly @EnvDefenseFund and @Princeton. May tweet about science, food, cocktails, Sundance Film Festival, or how terrible airlines are.",1,"RT @NickKristof: Clinton calls for universal background checks for firearms purchases. Yes! In 10 years, 300 Americans die from terrorism, 33,000 from guns.","RT @NickKristof: Trump just said he never tweeted that people should check out a sex tape. Ugh, oops. Or maybe Melania was tweeting on his account? {{link}}","RT @HillaryClinton: If Trump stands by what he said about women as &#8220;locker room talk,&#8221; he's clearly not sorry. {{link}}",RT @chrislhayes: Jesus. The first energy question we get and it doesn't mention climate.,785517784536977408,10/10/2016 16:30:08,"RT @POTUS: Just like Michelle says, when they go low, we go high. @HillaryClinton went high and showed why she'll be a POTUS for all Americans.",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"Public policy nerd, worker, husband, father, unrepentant optimist. Works at https://t.co/lEZSmi6kS9 but this is a personal twitter. RT interesting",1,RT @nprpolitics: Economists Warn: Trump 'Promotes Magical Thinking And Conspiracy Theories' {{link}},"RT @EricBoehlert: ABC, CBS, NBC have devoted more mins to Clinton emails this year than **all policy issues combined.** {{link}}",Unfair tax breaks for hedge funds & private equity firms HURT the economy & cost Americans jobs. #Hedgepapers 41 {{link}},Voters who care about democracy & ending corruption should learn about billionaires buying this yr&#8217;s state elections {{link}},793866169077891072,11/2/2016 17:23:38,"RT @GatorsEite23: Last night my friends & I asked @HillaryClinton to take a stance on #NoDAPL, only to have the crowd attack us & security take our signs! Sad {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"always stay gracious, best revenge is your paper.",1,RT @Oliverdirtyb: Trump is fixated on   - rally attendance   - social media audience   - tv appearances/mentions      Trump isn't fixated on   - policy/plans for US      &#128528;&#128529;&#128566;,RT @BuzzFeed: 17 pictures of Bill Clinton playing with balloons you need to see before you die &#127880; {{link}} {{link}},wow - Simone Biles is the first American woman to get a gold in the vault &#128588;&#127995;&#128079;&#128293;&#127482;&#127480; #Rio2016,RT @NBCOlympics: &#128016;      #Rio2016 {{link}},765368951555624960,8/16/2016 2:05:52,"Hillary is not only getting forward in her emails, it's getting a bit scandalous now {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,Live music + travel lover | @WFUV volunteer | @FIT Assistant Dean of Students | Interests in student civic engagement | sustainability | pro staff development,1,"RT @PolitiFact: Trump said he was """"totally against the war in Iraq."""" False. {{link}} {{link}}","RT @CNNPolitics: #CNNRealityCheck: No, Hillary Clinton did not start the 'birther' movement {{link}} {{link}}","RT @FeliciaMcGinty: Man up, Lester! Call him out, shut down the talking over his opponent and you! Come on man!",RT @HuffingtonPost: FACT CHECK: NATO's new terror division? Rated false by @PolitiFact {{link}} #debates,780594084675223552,9/27/2016 2:25:07,RT @VernaMyers: The restraint @HillaryClinton is showing is amazing! #PresidentialDebate,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Owner @NeponsetStrat. Policy and politics geek. Web fanatic. Hardcore problem solver. Not sarcastic at all.,1,RT @politifactlive: LIVE FACT-CHECK: Trump again is wrong about financial disclosures being better than tax returns. {{link}} {{link}},"RT @politifactlive: Under Trump plan, top 0.1% of taxpayers would get more tax relief than the bottom 60 percent of taxpayers combined.  {{link}}",#debatenight {{link}},RT @politifactlive: LIVE FACT-CHECK: Trump again is wrong about financial disclosures being better than tax returns. {{link}} {{link}},780585225546043397,9/27/2016 1:49:54,A very against police judge. What? #debatenight #wordsalad,MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"TV Personality, Author, Fashion Lover, International Traveler and Undercover Chef!",1,"RT @StephenKing: My newest horror story: Once upon a time there was a man named Donald Trump, and he ran for president. Some people wanted him to win.",RT @iJesseWilliams: Trump is the king of empty sentences. No actual information. Like giving a presentation in class when u did none of the reading. #Debate,Madison and I made Halloween cookies in PUBLIX tonight!!!! #MiniMe #Costums #Halloween #LoveMyNiece #LoveHer {{link}},@ashtoochill @Luvvie NAILED IT!!!,793533847954530304,11/1/2016 19:23:07,"Beyond jet lagged, and exhausted! BUUUTTT, I AM NOT CRAZY! EARLY VOTING! #Globetrotter @AmazingiGrace @HillaryClinton @NAACP @Entrepreneur&#10004;&#65039; {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Love it or leave it. USA #1,-1,RT @Stevenwhirsch99: Hillary trying to come up with a new campaign strategy this morning.  #hillarysemail #WeinerGate #WeinerProbe #LockHerUp {{link}},RT @tylerrwebster: If I had to listen to Hillary speak for the next 4 years I think my head would explode,"RT @CloydRivers: Things people will be offended by next: Halloween, Thanksgiving, Christmas, Sundays, breathing, and white bread. Merica.",Lackey & Heyward are the two worst players on the #Cubs. Both former Cardinals. They're still beating us without even trying.,792810176969449472,10/30/2016 19:27:30,RT @CloydRivers: Hillary Clinton doesn&#8217;t dress up for Halloween. She&#8217;s a witch every day of the year. Merica. {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"The Land of Five Waters-Food Memoir Simple, Delicious, Fresh Punjabi Indian vegetarian recipes https://t.co/cjkARo5Dvw",1,RT @TheCut: Some creepy guy kept standing right behind Hillary Clinton at the #debate {{link}} {{link}},RT @AoDespair: No hype: Am filming a 3-page scene tonight in which three NYC pimps discuss their stables and dialogue is more humane than Trump transcript.,RT @jacobdhorowitz: A few politicians who have jailed their political opponents:   Putin   Erdogan   Chavez   Mugabe   Pinochet   Noriega   #justsayin #debate,"RT @HillaryClinton: """"I will be a president for all of the people."""" &#8212;Donald Trump*      *Except women, people of color, LGBT people, Muslims... #Debate",785320494937419776,10/10/2016 3:26:11,RT @girlsreallyrule: I'm embarrassed we just made @HillaryClinton go through that ridiculous exercise in futility. #Drumpf #debate #sniffles,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Writer. Voice Over-er. Director. Producer. Occasional actress. Bassoonist extraordinare. (in that order),1,RT @thelindywest: every fat person in america please remember that trump thinks you're a punchline,"@realDonaldTrump scolds NATO countries for """"not paying their fair share"""" but says paying 0% federal income tax himself """"makes him smart.""""",RT @TeenVogue: Rape Culture 101: a woman accuses a very powerful man of sexual assault and she's in turn accused of being fame-hungry. #debatenight,"It needs to be said: I don't know one liberal woman who read, much less liked, Fifty Shades of Grey.",788926570090098692,10/20/2016 2:15:26,I'll keep you in suspense is not how democracy works. #debatenight,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Writer, Food Enthusiast, Culture Junkie, PR @Cutline. Go Gators! Exploring life's wonders with @jimitshah",1,RT @voguemagazine: Are you threatening to move to Canada if Trump wins? Here&#8217;s how to actually do it. And where to go: {{link}},"RT @Oprah: """"Just listen to what you heard"""" best advice of the night for our nation. Thank you @HillaryClinton #debatenight",RT @voguemagazine: Are you threatening to move to Canada if Trump wins? Here&#8217;s how to actually do it. And where to go: {{link}},"RT @Oprah: """"Just listen to what you heard"""" best advice of the night for our nation. Thank you @HillaryClinton #debatenight",780591630763958272,9/27/2016 2:15:22,RT @RheaButcher: NPR is actively fact checking the debate. It's actually quite beautiful. {{link}} #debatenight,MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,Research Assistant for @bmedcumc and organizer for @neurotweeps. Interests: #Alzheimers #coffee #mnwild #running #scicomm,1,RT @vornietom: FACT CHECK: Law & Order has been cancelled for SEVERAL years #debatenight,Trump Is Waging A War On Napping. Here&#8217;s The Science Of Why He&#8217;s Wrong. {{link}},RT @vornietom: FACT CHECK: Law & Order has been cancelled for SEVERAL years #debatenight,RT @Neurotweeps: [Admin] We're looking for curators! Please DM us or email us at neurotweeps (at) gmail (dot) com if you're interested.,780603120611196928,9/27/2016 3:01:01,"I wonder why @HillaryClinton doesn't """"look"""" presidential... (spoiler: it's because she's a woman)#debatenight {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"Pianist/Composer, Poet, Cat Whisperer & Rescuer. Follower of Jesus Christ ✞",-1,RT @weknowwhatsbest: The 15 Gitmo terrorists released last night have been ordered to stay where we can watch them--directly behind Hillary at her rallies.,"RT @Chairmnoomowmow: Hillary is """"leading polls"""" but she can't draw a crowd...and no one is watching her cheerleaders at @CNN {{link}}",RT @weknowwhatsbest: The 15 Gitmo terrorists released last night have been ordered to stay where we can watch them--directly behind Hillary at her rallies.,"RT @weknowwhatsbest: Until Pres Obama returns from vacation, VP Joe Biden will be the one issuing the daily asinine comments.",765732881641590784,8/17/2016 2:12:00,RT @weknowwhatsbest: .   --BREAKING NEWS--   It appears that Hillary may not have broken any laws today. At least since noon.,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Anal retentive ASE Master Mechanic. Tech Geek Enthusiast. They call me Mr. Fix It!,-1,Trump: I will 'totally accept' the results of this election 'if I win' {{link}},Donald Trumps pussy grabber. {{link}},Trump: I will 'totally accept' the results of this election 'if I win' {{link}},{{link}},789510163128397824,10/21/2016 16:54:25,Hillary Clinton Campaign Bus Caught Dumping Human Feces On Street {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"Assistant Professor at Northeastern University, network scientist, feminist, teacher and mother (not always in that order).",1,Woah ... nothing funny about refusing to accept election results. That's just scary. #debatenight,RT @SophiaBush: Half of all of the people around the world being treated for AIDS are being treated thanks to the Clinton Foundation. #debatenight,Parenting win: I've hidden all the butterfingers behind the tomatoes. They're mine now.,"@sarahkendzior Dress? Pantsuit, please.",794985744091803648,11/5/2016 19:32:26,They're with you @HillaryClinton #GOTVforHRC {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,Product | Sharing @quibb | Writing @medium | Life is not a struggle. It's a wiggle. https://t.co/NkVuHunQi6,1,Y Combinator boss Sam Altman says he&#8217;s not going to cut ties with Peter Thiel for supporting Donald Trump {{link}},There&#8217;s Going To Be A Trump-Inspired Episode Of &#8220;Law & Order&#8221; {{link}} via @davidmackau @buzzfeednews,New product launch logic fail @madewell :( asking for email when you already have it {{link}},Twitch Live Cooking Show With &#8216;Food Network Star&#8217; Justin Warner {{link}},790976004944719872,10/25/2016 17:59:09,Nearly All Of Silicon Valley&#8217;s Political Dollars Are Going To Hillary Clinton {{link}},MANUAL,FULL INFORMATION
Donald Trump,@Mention,The test of our progress is not whether we add more to the abundance of those who have much; it is whether we provide enough for those who have too little.--FDR,-1,"RT @MattAnderson_NY: Man, Trump's econ team literally has six guys named """"Steve"""" but no women {{link}} via @MattZeitlin {{link}}",RT @voxdotcom: Watch: Hillary Clinton has been asked the same sexist questions for decades {{link}},"RT @MattAnderson_NY: Man, Trump's econ team literally has six guys named """"Steve"""" but no women {{link}} via @MattZeitlin {{link}}",RT @hunterschwarz: (  &#175;\_(&#12484;)_/&#175;  ) {{link}},761980730251497472,8/6/2016 17:42:17,RT @pourmecoffee: Congrats to @realDonaldTrump for a huge endorsement week! {{link}},MANUAL,FULL INFORMATION
